zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
700026,Consumer Cyclical,1816,"Greenpanel Industries Limited engages in the manufacture and sale of wood panels in India and internationally. It provides plain and pre-laminated medium density fibre boards, wood floors, decorative veneers, plywood, and flush and commercial doors. The company also trades in medium density fibre boards and allied products. Greenpanel Industries Limited was incorporated in 2017 and is based in Kolkata, India.",Kolkata,91 33 4084 0600,India,[],https://www.greenpanel.com,1,Thapar House,"Furnishings, Fixtures & Appliances",2nd Floor 163 S. P. Mukherjee Road,0.24619,0.14013,0.55884,,0.339,0.20723,3800610816,,none,5433673000,,,563.5,1.073,,,,,50.285,,,1533377024,4160427008,15437536256,12.496,INR,125.665,,,NSI,Greenpanel Industries Ltd,Greenpanel Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GREENPANEL.NS,finmb_568715971,in_market,,4.648,,18.879,1.7837903,,,,122627000,,,,67.488,,,,1617148800,0.21691,2163301888,17.609,1.5,0.05508423,8.349632,0.60181,1680220800,,1640908800,,,49732069,1.68193,71751524352,2,,,,,1643846400,,1.071,4.4761233,,,,,,,,0,,,561.15,567.9,388.74677,0,0,,583.8,,280688,561.15,518.261,0,567.9,,280688,,,3,1643846400,,,558.15,INR,32.000683,256383,,,,69100314624,,,374581,558.15,0.0,,256383,606.95,,,198.25,0,False,0.0053,,583.8,563.5,,https://logo.clearbit.com/greenpanel.com
700027,Basic Materials,2321,"Greenply Industries Limited, an interior infrastructure company, manufactures, markets, trades in, and distributes plywood and allied products in India and internationally. The company provides plywood and block boards, decorative veneers, flush doors, wood floors, and PVC foam boards. It markets its products through a network of distributors, dealers, and retailers. The company was formerly known as Mittal Laminates Private Limited and changed its name to Greenply Industries Limited in 1995. Greenply Industries Limited was incorporated in 1990 and is headquartered in Kolkata, India.",Kolkata,91 33 3051 5000,India,[],https://www.greenply.com,1,Madgul Lounge,Lumber & Wood Production,5th & 6th Floor 23 Chetla Central Road,0.1007,0.062470004,0.39485002,,0.237,0.08817001,1521549056,270,buy,4710228000,,300,216,0.186,,,11,316.27,42.588,,395,1299149952,2017490944,15109509120,10.586,INR,123.247,,2,NSI,GREENPLY INDUSTRIE,Greenply Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GREENPLY.NS,finmb_20684068,in_market,,1.801,,17.883,0.15613282,,14.22,,122627000,,,,38.604,,,,1617148800,0.32783002,943913024,7.699,0.4,0.05508423,5.595275,0.42911997,1680220800,,1640908800,,,54797001,1.209498,27209265152,2,,1452038400,5:1,,1628812800,,0.193,1.7538455,,0.61,,15.189873,,,,0,,,214.55,216.0,197.381,0,0.0519,,221.1,,548869,214.55,191.629,0,216.0,,548869,,,0.4,1628812800,,,214.5,INR,28.055592,665019,,,,26499743744,,,331042,214.5,0.0,0,665019,254.7,,0.3,161.35,0,False,0.0019,0,221.1,216,,https://logo.clearbit.com/greenply.com
600017,Utilities,5,"Orient Green Power Company Limited, an independent renewable energy power producing company, develops, owns, and operates a portfolio of wind energy power plants in India, Europe, and South Asia. The company has a portfolio of 417 MW of wind energy across Tamil Nadu, Andhra Pradesh, Gujarat, and Karnataka, as well as 10.5 MW wind power plant in Croatia. Orient Green Power Company Limited was incorporated in 2006 and is headquartered in Chennai, India.",Chennai,91 44 4901 5678,India,[],https://www.orientgreenpower.com,1,Bascon Futura SV,Utilities—Independent Power Producers,"4th Floor No. 10/1, Venkatanarayana Road T. Nagar",0.70195997,0.08157,0.83435,,0.606,0.42057,2180649984,18,none,2053900000,,18,12.6,,,,1,18,251.068,,18,218500000,12760800256,3106500096,0.293,INR,4.149,,,NSI,ORIENT GREEN POWER,Orient Green Power Company Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GREENPOWER.NS,finmb_102331765,in_market,,7.006,,9.98,5.9444447,,,,750723968,,,,6.906,,,,1617148800,0.02722,373100000,0.335,,0.05508423,1.8245004,0.37780997,1680220800,,1640908800,,,376565212,0.471371,21763325952,2,,,,,,,,3.047383,,,,,,,,0,,,12.3,12.55,9.32175,0,0,,12.7,,12616014,12.3,12.875,0,12.55,,12616014,,,,,,,12.3,INR,37.611942,4140118,,,,9466695680,,,6985223,12.3,0.0,0,4140118,28.45,,,1.8,0,False,,0,12.7,12.6,,https://logo.clearbit.com/orientgreenpower.com
400059,Industrials,2006,"Grindwell Norton Limited manufactures and sells abrasives, ceramics, and plastic products in India. The company offers bonded abrasives in the form of wheels and other shapes, such as segments, sticks, etc. for various applications, including lapping, honing, super-finishing, race grinding, thread grinding, fluting, OD grinding, ID grinding, surface grinding, etc., as well as for rough applications comprising snagging, cutting-off, burr removal, weld preparation, etc. It also provides coated abrasives products in various shapes, such as discs, belts, rolls, etc. for material removal and surface preparation; non-woven abrasives; super abrasives for precision applications, including diamond and cubic born nitride; and cutting-edge abrasive products. In addition, the company offers silicon carbide grains primarily for use as raw material in the manufacture of abrasives and refractories, as well as for stone polishing; and performance ceramics and refractories for use in sanitary-ware, table-ware, ballistic armor protection, wear resistance systems, etc. Further, it produces and markets performance plastics comprising bearings, seals, tubing and hoses, films, fabrics, and foams for use in the automotive, oil and gas, life sciences, construction, energy, and general industrial applications. The company also exports its products. The company was founded in 1941 and is based in Mumbai, India. Grindwell Norton Limited is a subsidiary of Compagnie de Saint-Gobain.",Mumbai,91 22 4021 2121,India,[],https://www.grindwellnorton.co.in,1,Leela Business Park,Building Products & Equipment,"5th Level Andheri-Kurla Road, Marol Andheri (East)",0.19343,0.14596,0.55092,,0.097,0.17152001,3796517888,,none,9113740000,,,1822.7,0.057,,,,,0.728,,,6574099968,102400000,19626956800,59.422,INR,177.254,,,NSI,GRINDWELL NORTON,Grindwell Norton Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GRINDWELL.NS,finmb_880201,in_market,,9.879,,51.073,1.0244939,,,,110720000,,,,126.012,,,,1617148800,0.18489,2864726016,25.869,9.5,0.05508423,14.464495,0.58244,1680220800,,1640908800,,,44446473,0.526853,193900265472,2,,1468454400,2:1,,1626739200,,0.057,10.282253,,,,,,,,0,,,1853.2,1864.9,1610.363,0,0.36720002,,1883.6,,75988,1853.2,1756.065,0,1864.9,,75988,,,9.5,1626739200,,,1795.7,INR,70.45885,41284,,,,201809346560,,,122219,1795.7,0.0,0,41284,2018.35,,,863.6,0,False,0.0052,0,1883.6,1822.7,,https://logo.clearbit.com/grindwellnorton.co.in
313002,Industrials,16333,"G R Infraprojects Limited, through its subsidiaries, provides engineering, procurement, and construction services for roads and highway projects in India. It operates through Engineering Procurement and Construction; Build, Operate and Transfer Projects; and Others segments. The company constructs state and national highways, bridges, culverts, flyovers, airport runways, and rail over bridges, as well as a group housing society, including row houses and other residential units. It also engages in the operation and maintenance of roadways; procurement and supply of optical fiber cable and accessories for telecom infrastructure and railway projects; and project execution activities. In addition, the company constructs, maintains, operates, and transfers the infrastructure facilities, such as roads on build-operate-transfer basis. Further, it manufactures thermoplastic road-marking paints and road signage, electric poles, and fabricates and galvanizes metal crash barriers, as well as processes bitumen. The company was formerly known as G.R. Agarwal Builders and Developers Limited and changed its name to G R Infraprojects Limited in August 2007. G R Infraprojects Limited was incorporated in 1995 and is headquartered in Udaipur, India.",Udaipur,91 29 4248 7370,India,[],https://www.grinfra.com,1,GR House,Engineering & Construction,Hiran Magri Sector-11,0.18958999,0.091309994,0.28687,,-0.2,0.16422,16802698240,,none,24332212000,,,1535,-0.655,,,,,109.608,,,8120849920,48107089920,88625233920,84.011,INR,916.017,,,NSI,G R Infraprojects Limited,G R Infraprojects Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GRINFRA.NS,finmb_128309579,in_market,,2.127,,11.218,-0.1206857,,,,96689000,,,,454.016,,,,1617148800,0.093260005,8092558848,83.643,,0.05508423,3.3809383,0.88083,1680220800,,1640908800,,,11019725,,188486696960,2,,,,,,,-0.656,1.6751019,,,,,,,,0,,,1554.05,1566.9,1723.4471,0,0,,1566.9,,26682,1554.05,1522.587,0,1566.9,,26682,,,,,,,1535.0,INR,18.351805,10780,,,,148456292352,,,69235,1535.0,0.0,,10780,2267.65,,,1249.2,0,False,,,1566.9,1535,,https://logo.clearbit.com/grinfra.com
700046,Consumer Defensive,4006,"The Grob Tea Company Limited cultivates, manufactures, and sells tea in India. It owns tea gardens under the names of Doyang, Dessoie, Kanu, Martycherra, Pathemara, and Teen Ali tea estates located in Assam. The company's gardens comprise an area of 4236.07 hectares and 2332.71 hectares of tea plantations. The Grob Tea Company Limited was incorporated in 1895 and is based in Kolkata, India.",Kolkata,91 33 4003 1325,India,[],https://www.grobtea.com,1,Haute Street,Farm Products,"9th Floor 86A, Topsia Road",0.047810003,0.03716,0.88793,,0.268,0.02582,47990028,,none,1062714677,,,1050,-0.468,,,,,7.395,,,58547000,65671000,1003666304,50.369,INR,863.514,,,NSI,THE GROB TEA COMPA,The Grob Tea Company Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GROBTEA.NS,finmb_52393476,in_market,,1.218,,25.47,0.28773785,,,,1162330,,,,764.024,,,,1617148800,,37300156,32.091,3,0.05508423,1.3743024,,1680220800,,1640908800,,,138368,1.84687,1222318464,2,,,,,1629417600,,-0.468,1.2159883,,,,,,,,0,,,1052.45,1050.0,1089.2302,0,0.0935,,1076.35,,856,1052.45,1022.5,0,1050.0,,856,,,3,1629417600,,,1030.0,INR,32.719456,857,,,,1220446464,,,1272,1030.0,0.0,0,857,1444.8,,0.4,761.35,0,False,0.0029,0,1076.35,1050,,https://logo.clearbit.com/grobtea.com
400070,Consumer Cyclical,1134,"GRP Limited manufactures and sells reclaimed rubber sheets for tire and non-tire rubber goods industries in India and internationally. The company operates through Reclaim Rubber and Others segments. It offers reclaimed natural and synthetic rubber products for use in inner liners and tubes, tire side walls and piles, tire treads and retreads, conveyor belts, molded goods, adhesives, and footwear, as well as rubber mattings, profiles, and roofing; and POLYCOAT, an elastic powder in compounded form, which is used in NBR based molded products, metal to rubber bonded parts, NBR based oil seals, NBR matting/sheeting, NBR-PVC blend, tires, conveyor belt, molded products, sheeting / matting, tread rubber, seals/gaskets, and flaps applications. The company also provides industrial polymers comprising glass filled and unfilled reprocessed nylon 6 and modified nylon 6,6 used in automotive, electrical and electronics, consumer goods, and industrial applications; and custom die forms consisting of link, door, and industrial mats, as well as dock bumpers primarily for use in civil and agricultural industries. In addition, it generates power from windmill; and offers thermoplastic elastomers. The company was formerly known as Gujarat Reclaim and Rubber Products Limited and changed its name to GRP Limited in June 2012. GRP Limited was incorporated in 1974 and is based in Mumbai, India.",Mumbai,91 22 6708 2600,India,[],https://www.grpweb.com,1,Kohinoor City Commercial I,Auto Parts,"510, A Wing Kirol Road, Off. L.B. Shastri Marg Kurla (West)",0.04915,0.02229,0.50526,,0.104,0.01942,179643744,,none,1408746000,,,1421.55,-0.518,,,,,60.35,,,131513000,804465024,3655296000,98.635,INR,2741.333,,,NSI,GRP LTD,GRP Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GRPLTD.NS,finmb_20343856,in_market,,0.705,,14.347,0.68530977,,,,1333330,,,,999.743,,,,1617148800,0,81496000,61.119,2.5,0.05508423,1.4219155,0.64922,1680220800,,1640908800,,,478733,0.551708,2577355520,2,,,,,1628035200,,-0.519,0.5314961,,,,,,,,0,,,1411.3,1452.1,1110.434,0,0.040900003,,1465.75,,4440,1411.3,1356.076,0,1452.1,,4440,,,2.5,1628035200,,,1405.7,INR,23.258726,822,,,,1942775552,,,6199,1405.7,0.0,0,822,1597.0,,,790.0,0,False,0.0018000001,0,1465.75,1421.55,,https://logo.clearbit.com/grpweb.com
700024,Industrials,1862,"Garden Reach Shipbuilders & Engineers Limited engages in the construction of war ships in India. The company offers frigates, anti-submarine warfare corvettes, missile corvettes, landing ship tanks, landing craft utilities, survey vessels, fleet replenishment tankers, fast patrol vessels, offshore patrol vessels, inshore patrol vessels, water jet fast attack craft, hovercrafts, and fast interceptor boats to the Indian Navy, Indian Coast Guard, and other governments. It also provides portable bridges, deck machinery items, marine pumps, anchor capstan, anchor windlass, mooring and dock capstan, general purpose davits, ammunition davit/ rocket launcher davit, electric boat and electro-hydraulic boat davits, electro-hydraulic deck cranes, survey motorboat and hydrographic davits, oceanographic winch, anchor cum general purpose winches for beaching operations, telescopic hangars, helo traversing systems, and various types of naval pumps. In addition, the company engages in the testing and overhauling of marine propulsion engines, as well as assembly of semi-knocked down units of diesel engines. Garden Reach Shipbuilders & Engineers Limited was incorporated in 1934 and is based in Kolkata, India.",Kolkata,91 33 2469 8105,India,[],https://www.grse.in,1,GRSE Bhavan,Aerospace & Defense,"61, Garden Reach Road",0.085039996,0.1243,0.32988998,,0.354,0.07,1370683008,250,strong_buy,4326889000,,349,296.9,0.091,,,4,331.25,0.626,,377,22865149952,75512000,16117327872,199.427,INR,140.709,,1.5,NSI,GARDEN REACH SHIPB,Garden Reach Shipbuilders & Engineers Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GRSE.NS,finmb_13414695,in_market,,0.699,,8.221,0.6877841,,35.22,,114552000,,,,105.239,,,,1617148800,0.10857,2003321984,17.49,4.95,0.05508423,2.8211975,0.75592005,1680220800,,1640908800,,,27984817,0.477554,11268416512,2,,,,,1645488000,,0.092,2.1101816,,,,8.429869,,,,0,,,312.75,308.0,221.40375,0.019504396,0.2859,,312.8,,2144298,312.75,234.794,6.1,308.0,,2144298,,,6.1,1645488000,,,293.6,INR,16.975414,2858143,,,,34010488832,,,519120,293.6,0.0,0,2858143,319.35,,,170.1,0,False,0.0195,0,312.8,296.9,,https://logo.clearbit.com/grse.in
400020,Basic Materials,373,"Gujarat Sidhee Cement Limited manufactures and sells cement and clinker in India. The company offers OPC and Portland pozzolana cement under the Sidhee brand name. It also exports its products. The company was incorporated in 1973 and is based in Mumbai, India. Gujarat Sidhee Cement Limited is a subsidiary of Bhadra Textiles and Trading Private Limited.",Mumbai,91 22 6636 5444,India,[],https://gscl.mehtagroup.com,1,N. K. Mehta International House,Building Materials,"2nd Floor 178, Backbay Reclamation",0.09402,0.05432,0.83883005,,0.157,0.080419995,653280512,,none,4447858000,,,47.3,,,,,,7.72,,,751084032,391951008,6948664832,8.415,INR,78.275,,,NSI,GUJARAT SIDHEE CEM,Gujarat Sidhee Cement Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GSCLCEMENT.NS,finmb_882461,in_market,,0.558,,5.94,0.45482385,,,,89218200,,,,57.349,,,,1617148800,0,377456000,4.247,1,0.05508423,0.8247746,0.71674,1680220800,,1640908800,,,23952551,0.522858,3880651520,2,,1361491200,1:4,,1581984000,,,0.6079531,,,,,,,,0,,,47.65,47.9,46.873,0,0,,49.25,,441524,47.65,42.848,0,47.9,,441524,,,,1581984000,,,47.3,INR,11.137273,190108,,,,4224462080,,,174339,47.3,0.0,0,190108,62.55,,,28.65,0,False,,0,49.25,47.3,,https://logo.clearbit.com/gscl.mehtagroup.com
391750,Basic Materials,2193,"Gujarat State Fertilizers & Chemicals Limited manufactures and sells fertilizers and industrial products in India. The company offers industrial products, such as anhydrous ammonia, argon gas, caprolactam, melamine, methanol, methyl ethyl ketoxime, nylon-6, oleum, sulphuric acid, anone-anol mixture, cyclohexane, cyclohexanone, hydroxylamine sulphate, nitric acid, and technical grade urea. It also provides fertilizer products, including neem urea, ammonium sulphate, di-ammonium phosphate, ammonium phosphate sulphate, NPK, water soluble fertilizers, muriate of potash, micro mixes, and gypsum, as well as agro products. In addition, the company offers sulphur based products, plant tissue culture products, micro nutrients, soil conditioners, organic products, and seeds, as well as is involved in the trading services. Gujarat State Fertilizers & Chemicals Limited was incorporated in 1962 and is based in Vadodara, India.",Vadodara,91 26 5224 2451,India,[],https://www.gsfclimited.com,1,P. O. Fertilizernagar,Agricultural Inputs,Vadodara District,0.1257,0.086780004,0.28384,,0.243,0.10524999,11049913344,135,strong_buy,20336047000,,150,175,1.514,,,5,152.2,0.34,,180,13428700160,350500000,87903510528,33.691,INR,220.479,,1.3,NSI,GUJARAT STATE FER,Gujarat State Fertilizers & Chemicals Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GSFC.NS,finmb_874811,in_market,,0.642,,5.105,0.9728353,,13.53,,398478016,,,,258.605,,,,1617148800,0.17407,7627902976,19.132,2.2,0.05508423,0.6767077,0.43418998,1680220800,,1640908800,,,221339715,0.837549,56410828800,2,,1348099200,5:1,,1631059200,,1.525,0.7932977,,0.92,,12.93422,,,,0,,,170.3,172.2,125.747,0,0.1149,,177.6,,8098036,170.3,143.193,0,172.2,,8098036,,,2.2,1631059200,,,172.1,INR,9.146979,3629132,,,,69733654528,,,4546537,172.1,0.0,0,3629132,198.8,,2.18,86.3,0,False,0.0126,0,177.6,175,,https://logo.clearbit.com/gsfclimited.com
382028,Utilities,264,"Gujarat State Petronet Limited transmits natural gas through pipeline on an open access basis from supply points to demand centers in India. The company develops energy transportation infrastructure and connects natural gas supply sources, including LNG terminals to various markets in Gujarat. As of March 31, 2021, it operated approximately 2694 kilometers of gas pipeline. The company transports approximately 35 MMSCMD of natural gas to refineries, steel plants, fertilizer plants, petrochemical plants, power plants, glass industries, and other miscellaneous industries, as well as to textile, chemical, and city gas distribution companies. It also generates and sells electricity through windmills. The company was founded in 1998 and is based in Gandhinagar, India.",Gandhinagar,91 79 2326 8500,India,[],https://gspcgroup.com/GSPL,1,GSPL Bhavan,Utilities—Regulated Gas,"E-18, GIDC Electronic Estate Nr.K-7 Circle Sector-26",0.20021999,0.09656,0.26915002,,0.673,0.16875,33571733504,260,buy,45750686000,,390,278.6,-0.374,,,25,383.32,11.418,,498,6948421120,10871288832,167675543552,12.312,INR,297.212,,1.7,NSI,GUJARAT STATE PETR,Gujarat State Petronet Limited,Asia/Kolkata,IST,False,19800000,EQUITY,GSPL.NS,finmb_24933547,in_market,,1.101,,5.501,0.101520896,,29.96,,564211008,,,,127.307,,,,1617148800,0.31013,16191379456,28.7,2,0.05508423,2.1884108,0.50265,1680220800,,1640908800,,,281785598,0.525077,184662081536,2,,,,,1631059200,,-0.374,0.9391419,,0.42,,9.299066,,,,0,,,279.3,280.0,311.1555,0,0.069699995,,283.6,,1173764,279.3,279.061,0,280.0,,1173764,,,2,1631059200,,,276.6,INR,9.707317,330297,,,,157471129600,,,1039675,276.6,0.0,0,330297,379.2,,0.84,220.25,0,False,0.0072000003,0,283.6,278.6,,https://logo.clearbit.com/gspcgroup.com
